displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
ילקוט הגרשוני אורח חיים א,1908,"שטרן, גרשון בן משה",מונקאטש,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/yalkuthagershuniorachchayim1/yalkuthagershuniorachchayim1__text_files.zip,https://files.dicta.org.il/yalkuthagershuniorachchayim1/yalkuthagershuniorachchayim1__nikud_meteg_files.zip,https://files.dicta.org.il/yalkuthagershuniorachchayim1/yalkuthagershuniorachchayim1__ocr_data_html_files.zip,yalkuthagershuniorachchayim1,Yalkut ha-Gershuni Orach Chayim part 1,"Stern, Gerson",Commentaries on Shulchan Aruch,Mumkatch,,yalkuthagershuniorachchayim1,
"ילקוט הגרשוני על הש""ס חלק א",1922,"שטרן, גרשון בן משה",סיגט,"מפרשי הש""ס",ספריית דיקטה,https://files.dicta.org.il/yalkuthagershunishas1/yalkuthagershunishas1__text_files.zip,https://files.dicta.org.il/yalkuthagershunishas1/yalkuthagershunishas1__nikud_meteg_files.zip,https://files.dicta.org.il/yalkuthagershunishas1/yalkuthagershunishas1__ocr_data_html_files.zip,yalkuthagershunishas1,Yalkut ha-Gershun shas part 1,"Stern, Gerson",Shas Commentators,Sighet,,yalkuthagershunishas1,
ים של שלמה על ביצה,1861,"שלמה לוריא (מהרש""ל)",שטעטטין,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/yamshelshlomobeitzah/yamshelshlomobeitzah__text_files.zip,https://files.dicta.org.il/yamshelshlomobeitzah/yamshelshlomobeitzah__nikud_meteg_files.zip,https://files.dicta.org.il/yamshelshlomobeitzah/yamshelshlomobeitzah__ocr_data_html_files.zip,yamshelshlomobeitzah,Yam Shel Shlomo (Beitzah),Solomon Luria,Acharonim on Talmud_Bavli,Shtettin,,yamshelshlomobeitzah,
ים של שלמה על קידושין,1861,"שלמה לוריא (מהרש""ל)",שטעטטין,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/yamshelshlomokiddushin/yamshelshlomokiddushin__text_files.zip,https://files.dicta.org.il/yamshelshlomokiddushin/yamshelshlomokiddushin__nikud_meteg_files.zip,https://files.dicta.org.il/yamshelshlomokiddushin/yamshelshlomokiddushin__ocr_data_html_files.zip,yamshelshlomokiddushin_EGT,Yam Shel Shlomo (Kiddushin),Solomon Luria,Acharonim on Talmud_Bavli,Shtettin,,yamshelshlomokiddushin,
ירח האיתנים,1796,רבי אברהם רפפורט,אוסטריה,"מפרשי הש""ס",ספריית דיקטה,https://files.dicta.org.il/yerechhaeitanim/yerechhaeitanim__text_files.zip,https://files.dicta.org.il/yerechhaeitanim/yerechhaeitanim__nikud_meteg_files.zip,https://files.dicta.org.il/yerechhaeitanim/yerechhaeitanim__ocr_data_html_files.zip,yerechhaeitanim_EGT,Yerech Ha-Eitanim,Avraham ben Yisroel Yechiel haCohen Rappoport,Acharonim on Talmud Bavli,Austria,,yerechhaeitanim,
יש מאין חלק א,1909,רבי אליהו ילוז,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/yeshmeayin1/yeshmeayin1__text_files.zip,https://files.dicta.org.il/yeshmeayin1/yeshmeayin1__nikud_meteg_files.zip,https://files.dicta.org.il/yeshmeayin1/yeshmeayin1__ocr_data_html_files.zip,yeshmeayin1_EGT,Yesh Meayin part 1,"Yeloz, Eliaou,",Responsa,Jerusalem,,yeshmeayin1,
יש מאין חלק ב,1909,רבי אליהו ילוז,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/yeshmeayin2/yeshmeayin2__text_files.zip,https://files.dicta.org.il/yeshmeayin2/yeshmeayin2__nikud_meteg_files.zip,https://files.dicta.org.il/yeshmeayin2/yeshmeayin2__ocr_data_html_files.zip,yeshmeayin2,Yesh Meayin part 2,"Yeloz, Eliaou,",Responsa,Jerusalem,,yeshmeayin2,
ישועות מלכו,1927,רבי ישראל יהושע בן דוד טרונק,פיוטרקוב,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/yeshuotmalko/yeshuotmalko__text_files.zip,https://files.dicta.org.il/yeshuotmalko/yeshuotmalko__nikud_meteg_files.zip,https://files.dicta.org.il/yeshuotmalko/yeshuotmalko__ocr_data_html_files.zip,yeshuotmalko_EGT,Yeshuot Malko,"Trunk, Israel Joshua",Responsa,Piotrkow,,yeshuotmalko,
"ישועות מלכו על הרמב""ם",1927,ר' ישראל יהושע טרנק,פיוטריקוב,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/yeshuotmalkorambam/yeshuotmalkorambam__text_files.zip,https://files.dicta.org.il/yeshuotmalkorambam/yeshuotmalkorambam__nikud_meteg_files.zip,https://files.dicta.org.il/yeshuotmalkorambam/yeshuotmalkorambam__ocr_data_html_files.zip,yeshuotmalkorambam_EGT,Yeshuot Malko (Rambam),Rabbi Israel Joshua Trunk,Commentaries on the Rambam,Pyotrikov,,yeshuotmalkorambam,
ישועות יעקב,1907,רבי יעקב משולם אורנשטיין,פיוטרקוב,"שו""ת",,https://files.dicta.org.il/yeshuotyaakov/yeshuotyaakov__text_files.zip,https://files.dicta.org.il/yeshuotyaakov/yeshuotyaakov__nikud_meteg_files.zip,https://files.dicta.org.il/yeshuotyaakov/yeshuotyaakov__ocr_data_html_files.zip,yeshuotyaakov_EGT,Yeshuot Yaakov,Yaakov Meshulam Ornstein,Responsa,Piotrkow,,yeshuotyaakov,
יסוד ושרש העבודה,1875,אלכסנדר זיסקינד מהוראדנא,ווארשא,ספרי מחשבה ומוסר,ספריית דיקטה,https://files.dicta.org.il/yesodveshoreshhaavodah/yesodveshoreshhaavodah__text_files.zip,https://files.dicta.org.il/yesodveshoreshhaavodah/yesodveshoreshhaavodah__nikud_meteg_files.zip,https://files.dicta.org.il/yesodveshoreshhaavodah/yesodveshoreshhaavodah__ocr_data_html_files.zip,yesodveshoreshhaavodah,Yesod ṿeShoresh haAvodah,Alexander Susskind,Mussar and Jewish Thought,Warsaw,,yesodveshoreshhaavodah,
"ישמח ישראל (רמב""ם)",1909,ר' ישראל רבינוביץ',וורשה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/yismachyisraelrambam/yismachyisraelrambam__text_files.zip,https://files.dicta.org.il/yismachyisraelrambam/yismachyisraelrambam__nikud_meteg_files.zip,https://files.dicta.org.il/yismachyisraelrambam/yismachyisraelrambam__ocr_data_html_files.zip,yismachyisraelrambam_EGT,Yismach Yisrael (Rambam),Rabbi Israel Rabinovitch,Commentaries on the Rambam,Warsaw,,yismachyisraelrambam,
ישמח משה,1908,רבי משה טייטלבוים,סיגט,"מפרשי הש""ס",ספריית דיקטה,https://files.dicta.org.il/yismahmosheh/yismahmosheh__text_files.zip,https://files.dicta.org.il/yismahmosheh/yismahmosheh__nikud_meteg_files.zip,https://files.dicta.org.il/yismahmosheh/yismahmosheh__ocr_data_html_files.zip,yismahmosheh, Yismah Mosheh,rabbi moshe teitelbaum,Shas Commentators,Sighet,,yismahmosheh,
"ישמח משה על נ""ך",1906,רבי משה טייטלבוים,סיגט,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/yismahmosheh1/yismahmosheh1__text_files.zip,https://files.dicta.org.il/yismahmosheh1/yismahmosheh1__nikud_meteg_files.zip,https://files.dicta.org.il/yismahmosheh1/yismahmosheh1__ocr_data_html_files.zip,yismahmosheh1, Yismah Mosheh nach,rabbi moshe teitelbaum,Bible Commentaries,Sighet,,yismahmosheh1,
ילקוט הרועים,1908,"נימן, שמעון בצלאל",לעמברג,נושאים שונים,,https://files.dicta.org.il/ylkutharoim/ylkutharoim__text_files.zip,https://files.dicta.org.il/ylkutharoim/ylkutharoim__nikud_meteg_files.zip,https://files.dicta.org.il/ylkutharoim/ylkutharoim__ocr_data_html_files.zip,ylkutharoim,Yilkut HaRo'im,Yalkut ha-roim,Others,Lemberg,,ylkutharoim,
יום תרועה,1861,רבי משה בן רבי שלמה אבן חביב,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/yomteruah/yomteruah__text_files.zip,https://files.dicta.org.il/yomteruah/yomteruah__nikud_meteg_files.zip,https://files.dicta.org.il/yomteruah/yomteruah__ocr_data_html_files.zip,yomteruah_EGT,Yom Teruah,Moshe ben Shlomo Even Chaviv,Acharonim on Talmud Bavli,Warsaw,,yomteruah,
זית רענן חלק א,1851,רבי משה יהודה לייב זילברבגר,וורשא,"שו""ת",ספרית דיקטה,https://files.dicta.org.il/zayitraanan1/zayitraanan1__text_files.zip,https://files.dicta.org.il/zayitraanan1/zayitraanan1__nikud_meteg_files.zip,https://files.dicta.org.il/zayitraanan1/zayitraanan1__ocr_data_html_files.zip,zayitraanan1_EGT,Zayit Raanan part 1,Moshe Yehudah Leib Zilberberg,Responsa,Warsaw,,zayitraanan1,
זית רענן חלק ב,1851,רבי משה יהודה לייב זילברבגר,וורשא,"שו""ת",ספרית דיקטה,https://files.dicta.org.il/zayitraanan2/zayitraanan2__text_files.zip,https://files.dicta.org.il/zayitraanan2/zayitraanan2__nikud_meteg_files.zip,https://files.dicta.org.il/zayitraanan2/zayitraanan2__ocr_data_html_files.zip,zayitraanan2_EGT,Zayit Raanan part 2,Moshe Yehudah Leib Zilberberg,Responsa,Warsaw,,zayitraanan2,
זכותא דאברהם ,1895,ר' אברהם לנדא מצ'כנוב,וורשה,נושאים שונים,ספריית דיקטה,https://files.dicta.org.il/zechutadeavraham/zechutadeavraham__text_files.zip,https://files.dicta.org.il/zechutadeavraham/zechutadeavraham__nikud_meteg_files.zip,https://files.dicta.org.il/zechutadeavraham/zechutadeavraham__ocr_data_html_files.zip,zechutadeavraham,Zechuta deAvraham,Abraham ben Raphael Landau,Others,Warsaw,,zechutadeavraham,
"זכותא דאברהם (רמב""ם)",1895,ר' אברהם לנדא מצ'כנוב,וורשה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/zechutadeavrahamrambam/zechutadeavrahamrambam__text_files.zip,https://files.dicta.org.il/zechutadeavrahamrambam/zechutadeavrahamrambam__nikud_meteg_files.zip,https://files.dicta.org.il/zechutadeavrahamrambam/zechutadeavrahamrambam__ocr_data_html_files.zip,zechutadeavrahamrambam_EGT,Zechuta De-Avraham (Rambam),rabbi avraham Landa,Commentaries on the Rambam,Warsaw,,zechutadeavrahamrambam,
זה הכלל,1865,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,,ספריית דיקטה,https://files.dicta.org.il/zehaklal/zehaklal__text_files.zip,https://files.dicta.org.il/zehaklal/zehaklal__nikud_meteg_files.zip,https://files.dicta.org.il/zehaklal/zehaklal__ocr_data_html_files.zip,zehaklal,Ze Haklal,Abraham Hayyim ben Masoud Hai Adadi,,livorno,,zehaklal,
זרע אברהם,1920,הרב שמעון יהודה הכהן שְׁקוֹפּ,ורשא,ספרי מערכות ועניינים,ספריית דיקטה,https://files.dicta.org.il/zeraavraham/zeraavraham__text_files.zip,https://files.dicta.org.il/zeraavraham/zeraavraham__nikud_meteg_files.zip,https://files.dicta.org.il/zeraavraham/zeraavraham__ocr_data_html_files.zip,zeraavraham_EGT,Zera Avraham,Rabbi Avraham Loftbir,Chiddushim by Topic,Warsaw,,zeraavraham,
"שו""ת זרע אברהם",1920,רבי אברהם לופטביר,בילגורייא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/zeraavrahamresponsa/zeraavrahamresponsa__text_files.zip,https://files.dicta.org.il/zeraavrahamresponsa/zeraavrahamresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/zeraavrahamresponsa/zeraavrahamresponsa__ocr_data_html_files.zip,zeraavrahamresponsa_EGT,Zera Avraham Responsa,Rabbi Avraham Loftbir,Responsa,Biłgoraj,,zeraavrahamresponsa,
זרע יעקב,1912,"ניניו, יעקב שאלתיאל בן יהודה",ירושלים,דרשות,ספריית דיקטה,https://files.dicta.org.il/zerayaakov/zerayaakov__text_files.zip,https://files.dicta.org.il/zerayaakov/zerayaakov__nikud_meteg_files.zip,https://files.dicta.org.il/zerayaakov/zerayaakov__ocr_data_html_files.zip,zerayaakov,Zera Yaakov,"Ninyo, Yaakov Shealtiel",Derashot,Jerusalem,,zerayaakov,
זבח השלמים,1898,"גאלאנטי, משה בן יהונתן",פודגורזה,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/zevachhashlamim/zevachhashlamim__text_files.zip,https://files.dicta.org.il/zevachhashlamim/zevachhashlamim__nikud_meteg_files.zip,https://files.dicta.org.il/zevachhashlamim/zevachhashlamim__ocr_data_html_files.zip,zevachhashlamim,Zevach Hashlamim,Moshe ben Yonatan Galante,Bible Commentaries,Podgorze,,zevachhashlamim,
"זכרון יעקב (רמב""ם)",1875,ר' יעקב בנדיטמן,ווילנה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/zichronyaakovrambam/zichronyaakovrambam__text_files.zip,https://files.dicta.org.il/zichronyaakovrambam/zichronyaakovrambam__nikud_meteg_files.zip,https://files.dicta.org.il/zichronyaakovrambam/zichronyaakovrambam__ocr_data_html_files.zip,zichronyaakovrambam,Zichron Ya’akov (Rambam),Rabbi Yaakov Banditman,Commentaries on the Rambam,Vilna,,zichronyaakovrambam,
זכרון יהודה,1846,"רבי יהודה בן הרא""ש",ברלין,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/zichronyehudah/zichronyehudah__text_files.zip,https://files.dicta.org.il/zichronyehudah/zichronyehudah__nikud_meteg_files.zip,https://files.dicta.org.il/zichronyehudah/zichronyehudah__ocr_data_html_files.zip,zichronyehudah_EGT,Zichron Yehudah,Judah ben Asher,Responsa,Berlin,,zichronyehudah,
זיו המשנה חלק א,1904,רבי זאב וולף טורבוביץ,ווארשא,"מפרשים וחיבורים על הרמב""ם",,https://files.dicta.org.il/zivmishnah1/zivmishnah1__text_files.zip,https://files.dicta.org.il/zivmishnah1/zivmishnah1__nikud_meteg_files.zip,https://files.dicta.org.il/zivmishnah1/zivmishnah1__ocr_data_html_files.zip,zivmishnah1_EGT,Ziv Mishnah part 1,zeev wolf Turbowitz,Commentaries on the Rambam,Warsaw,,zivmishnah1,
אלפי מנשה חושן משפט,1895,ר' מנשה איכנשטין,פשמישלן,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/alfeimenashechoshenmishpat/alfeimenashechoshenmishpat__text_files.zip,https://files.dicta.org.il/alfeimenashechoshenmishpat/alfeimenashechoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/alfeimenashechoshenmishpat/alfeimenashechoshenmishpat__ocr_data_html_files.zip,alfeimenashechoshenmishpat,Alfei Menashe Choshen Mishpat,"Eichenstein, Menashe",Commentaries on Shulchan Aruch,Przemyśl,,alfeimenashechoshenmishpat,
עצי חיים על התורה,1927,"טייטלבוים, חיים צבי בן חנניה יום טוב ליפא",סיגט,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/atzeichaimtorah/atzeichaimtorah__text_files.zip,https://files.dicta.org.il/atzeichaimtorah/atzeichaimtorah__nikud_meteg_files.zip,https://files.dicta.org.il/atzeichaimtorah/atzeichaimtorah__ocr_data_html_files.zip,atzeichaimtorah,Atzei Chaim (torah),"Teitelbaum, Chaim Tzvi",Bible Commentaries,Sighet,,atzeichaimtorah,
אבני נזר אורח חיים,1912,רבי אברהם בורנשטיין,פיעטרקוב,"שו""ת",,https://files.dicta.org.il/avneinezerorachchaim/avneinezerorachchaim__text_files.zip,https://files.dicta.org.il/avneinezerorachchaim/avneinezerorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/avneinezerorachchaim/avneinezerorachchaim__ocr_data_html_files.zip,avneinezerorachchaim_EGT,Avnei Nezer Orach Chaim,Avraham Borenstein,Responsa,Piotrkow,,avneinezerorachchaim,
בית שערים יורה דעה חלק ב,1941,רבי עמרם בלום,אורדיאה מרה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beitshearimyorehdeah2/beitshearimyorehdeah2__text_files.zip,https://files.dicta.org.il/beitshearimyorehdeah2/beitshearimyorehdeah2__nikud_meteg_files.zip,https://files.dicta.org.il/beitshearimyorehdeah2/beitshearimyorehdeah2__ocr_data_html_files.zip,beitshearimyorehdeah2_EGT,Beit She'arim Yoreh Deah part 2,Amram Blum,Responsa,Oradea M,,beitshearimyorehdeah2,
בית יצחק אבן העזר חלק ב,1901,רבי יצחק שמלקיש,פרמישלה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beityitzchakevenhaezer2/beityitzchakevenhaezer2__text_files.zip,https://files.dicta.org.il/beityitzchakevenhaezer2/beityitzchakevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/beityitzchakevenhaezer2/beityitzchakevenhaezer2__ocr_data_html_files.zip,beityitzchakevenhaezer2_EGT,Beit Yitzchak Even haEzer part 2,Rabbi Yitsḥak Yehudah Schmelkes,Responsa,Przemysl,,beityitzchakevenhaezer2,
בנפש דוד,1906,"סקלי, דוד בן משה הכהן",מכנס,חידושים,ספריית דיקטה,https://files.dicta.org.il/benefeshdavid/benefeshdavid__text_files.zip,https://files.dicta.org.il/benefeshdavid/benefeshdavid__nikud_meteg_files.zip,https://files.dicta.org.il/benefeshdavid/benefeshdavid__ocr_data_html_files.zip,benefeshdavid,Benefesh David,"Skali, David,",chidushim,Meknes,,benefeshdavid,
ברית אברהם,1894,"הורוויץ, אברהם בן שבתי הלוי",מונקאטש,ספרי מחשבה ומוסר,ספריית דיקטה,https://files.dicta.org.il/beritavraham/beritavraham__text_files.zip,https://files.dicta.org.il/beritavraham/beritavraham__nikud_meteg_files.zip,https://files.dicta.org.il/beritavraham/beritavraham__ocr_data_html_files.zip,beritavraham,Berit Avraham,Abraham ben Shabbetai Horowitz,Mussar and Jewish Thought,Mukacheve,,beritavraham,
ברית יעקב חלק א ,1876,ר' ברוך מרדכי ליבשיץ,ורשה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/berityaakov1/berityaakov1__text_files.zip,https://files.dicta.org.il/berityaakov1/berityaakov1__nikud_meteg_files.zip,https://files.dicta.org.il/berityaakov1/berityaakov1__ocr_data_html_files.zip,berityaakov1,Berit Yaaḳov part 1,"Libschitz, Baruch Mordecai",Responsa,Warsaw,,berityaakov1,
בית הלוי חלק ג,1891,רבי יוסף דב הלוי סולוביצ'יק,ווארשא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/bethalevi3/bethalevi3__text_files.zip,https://files.dicta.org.il/bethalevi3/bethalevi3__nikud_meteg_files.zip,https://files.dicta.org.il/bethalevi3/bethalevi3__ocr_data_html_files.zip,bethalevi3_EGT,Bet HaLevi part 3,Yosef Duber Soloveitchik,Responsa,Warsaw,,bethalevi3,
בכורי שלמה חלק א,1894,שלמה אברהם בן דניאל זאב רזכטה,פיוטריקוב,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/bikureishlomo1/bikureishlomo1__text_files.zip,https://files.dicta.org.il/bikureishlomo1/bikureishlomo1__nikud_meteg_files.zip,https://files.dicta.org.il/bikureishlomo1/bikureishlomo1__ocr_data_html_files.zip,bikureishlomo1,Bikurei Shlomo part 1,Shlomo Avraham Razachta,Responsa,Piotrkow,,bikureishlomo1,
ברכת אברהם (רות),1934,"אברהם אבוש בן צבי הירש,",וורשה,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/bircatavrahamruth/bircatavrahamruth__text_files.zip,https://files.dicta.org.il/bircatavrahamruth/bircatavrahamruth__nikud_meteg_files.zip,https://files.dicta.org.il/bircatavrahamruth/bircatavrahamruth__ocr_data_html_files.zip,bircatavrahamruth,Bircat Avraham (Ruth),"Abish, Avraham",Bible Commentaries,Levorno,,bircatavrahamruth,
"באורי מהרא""י",1908,ר' ישראל איסרלין,פיעטרקוב,"רש""י ומפרשיו",ספריית דיקטה,https://files.dicta.org.il/biureimaharai/biureimaharai__text_files.zip,https://files.dicta.org.il/biureimaharai/biureimaharai__nikud_meteg_files.zip,https://files.dicta.org.il/biureimaharai/biureimaharai__ocr_data_html_files.zip,biureimaharai,Biurei Maharai,Israel Isserlin,Rashi U'Mefarshav,Piotrkow,,biureimaharai,
ספר חרדים,1925,ר' אלעזר אזכרי,בארדיאב,ספרי המצוות ומפרשיהם,,https://files.dicta.org.il/chareidim/chareidim__text_files.zip,https://files.dicta.org.il/chareidim/chareidim__nikud_meteg_files.zip,https://files.dicta.org.il/chareidim/chareidim__ocr_data_html_files.zip,chareidim_EGT,Sefer Chareidim,"Ezkeri, Elazar",Sifrei Mitzvot,Bardejov,,chareidim,
